Record Date,Facility Description,Form Description,Location Description,Fine Troy Ounces,Book Value,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2018-02-28,Federal Reserve Bank Held Gold,Gold Bullion,Federal Reserve Banks - NY Vault,13376987.724,564805851.07,5,2018,2,2018,1,02,28
2018-02-28,Federal Reserve Bank Held Gold,Gold Bullion,Federal Reserve Banks - Display,1993.321,84162.40,6,2018,2,2018,1,02,28
2018-02-28,Federal Reserve Bank Held Gold,Gold Coins,Federal Reserve Banks - NY Vault,73452.066,3101307.82,7,2018,2,2018,1,02,28
2018-01-31,Mint Held Gold - Deep Storage,Gold Bullion,"Denver, CO",43853707.279,1851599995.81,1,2018,2,2018,1,01,31
2018-01-31,Mint Held Gold - Deep Storage,Gold Bullion,"Fort Knox, KY",147341858.382,6221097412.78,2,2018,2,2018,1,01,31
2018-01-31,Mint Held Gold - Working Stock,Gold Coins,"All Locations- Coins, blanks, miscellaneous",2783218.656,117513614.74,4,2018,2,2018,1,01,31
2018-01-31,Federal Reserve Bank Held Gold,Gold Bullion,Federal Reserve Banks - NY Vault,13376987.724,564805851.07,5,2018,2,2018,1,01,31
2018-01-31,Federal Reserve Bank Held Gold,Gold Bullion,Federal Reserve Banks - Display,1993.321,84162.40,6,2018,2,2018,1,01,31
2018-01-31,Federal Reserve Bank Held Gold,Gold Coins,Federal Reserve Banks - NY Vault,73452.066,3101307.82,7,2018,2,2018,1,01,31
2018-01-31,Mint Held Gold - Deep Storage,Gold Bullion,"West Point, NY",54067331.379,2282841677.17,3,2018,2,2018,1,01,31
2018-01-31,Federal Reserve Bank Held Gold,Gold Coins,Federal Reserve Banks - Display,377.434,15936.11,8,2018,2,2018,1,01,31
2017-12-31,Mint Held Gold - Deep Storage,Gold Bullion,"Denver, CO",43853707.279,1851599995.81,1,2018,1,2017,4,12,31
2017-12-31,Mint Held Gold - Deep Storage,Gold Bullion,"Fort Knox, KY",147341858.382,6221097412.78,2,2018,1,2017,4,12,31
2017-12-31,Mint Held Gold - Deep Storage,Gold Bullion,"West Point, NY",54067331.379,2282841677.17,3,2018,1,2017,4,12,31
2017-12-31,Mint Held Gold - Working Stock,Gold Coins,"All Locations- Coins, blanks, miscellaneous",2783218.656,117513614.74,4,2018,1,2017,4,12,31
2017-12-31,Federal Reserve Bank Held Gold,Gold Bullion,Federal Reserve Banks - NY Vault,13376987.724,564805851.07,5,2018,1,2017,4,12,31
2017-12-31,Federal Reserve Bank Held Gold,Gold Bullion,Federal Reserve Banks - Display,1993.321,84162.40,6,2018,1,2017,4,12,31
2017-12-31,Federal Reserve Bank Held Gold,Gold Coins,Federal Reserve Banks - NY Vault,73452.066,3101307.82,7,2018,1,2017,4,12,31
2017-12-31,Federal Reserve Bank Held Gold,Gold Coins,Federal Reserve Banks - Display,377.434,15936.11,8,2018,1,2017,4,12,31
2017-11-30,Mint Held Gold - Deep Storage,Gold Bullion,"Denver, CO",43853707.279,1851599995.81,1,2018,1,2017,4,11,30
2017-11-30,Mint Held Gold - Deep Storage,Gold Bullion,"Fort Knox, KY",147341858.382,6221097412.78,2,2018,1,2017,4,11,30
2017-11-30,Mint Held Gold - Deep Storage,Gold Bullion,"West Point, NY",54067331.379,2282841677.17,3,2018,1,2017,4,11,30
2017-11-30,Mint Held Gold - Working Stock,Gold Coins,"All Locations- Coins, blanks, miscellaneous",2783218.656,117513614.74,4,2018,1,2017,4,11,30
2017-11-30,Federal Reserve Bank Held Gold,Gold Bullion,Federal Reserve Banks - NY Vault,13376987.724,564805851.07,5,2018,1,2017,4,11,30
2017-11-30,Federal Reserve Bank Held Gold,Gold Bullion,Federal Reserve Banks - Display,1993.321,84162.40,6,2018,1,2017,4,11,30
2017-11-30,Federal Reserve Bank Held Gold,Gold Coins,Federal Reserve Banks - NY Vault,73452.066,3101307.82,7,2018,1,2017,4,11,30
2017-11-30,Federal Reserve Bank Held Gold,Gold Coins,Federal Reserve Banks - Display,377.434,15936.11,8,2018,1,2017,4,11,30
2017-10-31,Mint Held Gold - Deep Storage,Gold Bullion,"Denver, CO",43853707.279,1851599995.81,1,2018,1,2017,4,10,31
2017-10-31,Mint Held Gold - Deep Storage,Gold Bullion,"Fort Knox, KY",147341858.382,6221097412.78,2,2018,1,2017,4,10,31
2017-10-31,Mint Held Gold - Deep Storage,Gold Bullion,"West Point, NY",54067331.379,2282841677.17,3,2018,1,2017,4,10,31
2017-10-31,Mint Held Gold - Working Stock,Gold Coins,"All Locations- Coins, blanks, miscellaneous",2783218.656,117513614.74,4,2018,1,2017,4,10,31
2017-10-31,Federal Reserve Bank Held Gold,Gold Bullion,Federal Reserve Banks - NY Vault,13376987.724,564805851.07,5,2018,1,2017,4,10,31
2017-10-31,Federal Reserve Bank Held Gold,Gold Bullion,Federal Reserve Banks - Display,1993.321,84162.40,6,2018,1,2017,4,10,31
2017-10-31,Federal Reserve Bank Held Gold,Gold Coins,Federal Reserve Banks - NY Vault,73452.066,3101307.82,7,2018,1,2017,4,10,31
2017-10-31,Federal Reserve Bank Held Gold,Gold Coins,Federal Reserve Banks - Display,377.434,15936.11,8,2018,1,2017,4,10,31
2017-09-30,Mint Held Gold - Deep Storage,Gold Bullion,"Denver, CO",43853707.279,1851599995.81,1,2017,4,2017,3,09,30
2017-09-30,Mint Held Gold - Deep Storage,Gold Bullion,"Fort Knox, KY",147341858.382,6221097412.78,2,2017,4,2017,3,09,30
2017-09-30,Mint Held Gold - Deep Storage,Gold Bullion,"West Point, NY",54067331.379,2282841677.17,3,2017,4,2017,3,09,30
2017-09-30,Mint Held Gold - Working Stock,Gold Coins,"All Locations- Coins, blanks, miscellaneous",2783218.656,117513614.74,4,2017,4,2017,3,09,30
2017-09-30,Federal Reserve Bank Held Gold,Gold Bullion,Federal Reserve Banks - NY Vault,13376987.724,564805851.07,5,2017,4,2017,3,09,30
2017-09-30,Federal Reserve Bank Held Gold,Gold Bullion,Federal Reserve Banks - Display,1993.321,84162.40,6,2017,4,2017,3,09,30
2017-09-30,Federal Reserve Bank Held Gold,Gold Coins,Federal Reserve Banks - NY Vault,73452.066,3101307.82,7,2017,4,2017,3,09,30
2017-09-30,Federal Reserve Bank Held Gold,Gold Coins,Federal Reserve Banks - Display,377.434,15936.11,8,2017,4,2017,3,09,30
2017-08-31,Mint Held Gold - Deep Storage,Gold Bullion,"Denver, CO",43853707.279,1851599995.81,1,2017,4,2017,3,08,31
2017-08-31,Mint Held Gold - Deep Storage,Gold Bullion,"Fort Knox, KY",147341858.382,6221097412.78,2,2017,4,2017,3,08,31
2017-08-31,Mint Held Gold - Deep Storage,Gold Bullion,"West Point, NY",54067331.379,2282841677.17,3,2017,4,2017,3,08,31
2017-08-31,Mint Held Gold - Working Stock,Gold Coins,"All Locations- Coins, blanks, miscellaneous",2783218.656,117513614.74,4,2017,4,2017,3,08,31
2017-08-31,Federal Reserve Bank Held Gold,Gold Bullion,Federal Reserve Banks - NY Vault,13376987.715,564805850.63,5,2017,4,2017,3,08,31
2017-08-31,Federal Reserve Bank Held Gold,Gold Bullion,Federal Reserve Banks - Display,1993.319,84162.40,6,2017,4,2017,3,08,31
2017-08-31,Federal Reserve Bank Held Gold,Gold Coins,Federal Reserve Banks - NY Vault,73452.066,3101307.82,7,2017,4,2017,3,08,31
2017-08-31,Federal Reserve Bank Held Gold,Gold Coins,Federal Reserve Banks - Display,377.434,15936.11,8,2017,4,2017,3,08,31
2017-07-31,Mint Held Gold - Deep Storage,Gold Bullion,"Denver, CO",43853707.279,1851599995.81,1,2017,4,2017,3,07,31
2017-07-31,Mint Held Gold - Deep Storage,Gold Bullion,"Fort Knox, KY",147341858.382,6221097412.78,2,2017,4,2017,3,07,31
2017-07-31,Mint Held Gold - Deep Storage,Gold Bullion,"West Point, NY",54067331.379,2282841677.17,3,2017,4,2017,3,07,31
2017-07-31,Mint Held Gold - Working Stock,Gold Coins,"All Locations- Coins, blanks, miscellaneous",2783218.656,117513614.74,4,2017,4,2017,3,07,31
2017-07-31,Federal Reserve Bank Held Gold,Gold Bullion,Federal Reserve Banks - NY Vault,13376987.715,564805850.63,5,2017,4,2017,3,07,31
2017-07-31,Federal Reserve Bank Held Gold,Gold Bullion,Federal Reserve Banks - Display,1993.319,84162.40,6,2017,4,2017,3,07,31
2017-07-31,Federal Reserve Bank Held Gold,Gold Coins,Federal Reserve Banks - NY Vault,73452.066,3101307.82,7,2017,4,2017,3,07,31
2017-07-31,Federal Reserve Bank Held Gold,Gold Coins,Federal Reserve Banks - Display,377.434,15936.11,8,2017,4,2017,3,07,31
2017-06-30,Mint Held Gold - Deep Storage,Gold Bullion,"Denver, CO",43853707.279,1851599995.81,1,2017,3,2017,2,06,30
2017-06-30,Mint Held Gold - Working Stock,Gold Coins,"All Locations- Coins, blanks, miscellaneous",2783218.656,117513614.74,4,2017,3,2017,2,06,30
2017-06-30,Federal Reserve Bank Held Gold,Gold Bullion,Federal Reserve Banks - NY Vault,13376987.715,564805850.63,5,2017,3,2017,2,06,30
2017-06-30,Federal Reserve Bank Held Gold,Gold Bullion,Federal Reserve Banks - Display,1993.319,84162.40,6,2017,3,2017,2,06,30
2017-06-30,Federal Reserve Bank Held Gold,Gold Coins,Federal Reserve Banks - NY Vault,73452.066,3101307.82,7,2017,3,2017,2,06,30
2017-06-30,Federal Reserve Bank Held Gold,Gold Coins,Federal Reserve Banks - Display,377.434,15936.11,8,2017,3,2017,2,06,30
2017-06-30,Mint Held Gold - Deep Storage,Gold Bullion,"Fort Knox, KY",147341858.382,6221097412.78,2,2017,3,2017,2,06,30
2017-06-30,Mint Held Gold - Deep Storage,Gold Bullion,"West Point, NY",54067331.379,2282841677.17,3,2017,3,2017,2,06,30
2017-05-31,Mint Held Gold - Deep Storage,Gold Bullion,"Denver, CO",43853707.279,1851599995.81,1,2017,3,2017,2,05,31
2017-05-31,Mint Held Gold - Deep Storage,Gold Bullion,"Fort Knox, KY",147341858.382,6221097412.78,2,2017,3,2017,2,05,31
2017-05-31,Mint Held Gold - Deep Storage,Gold Bullion,"West Point, NY",54067331.379,2282841677.17,3,2017,3,2017,2,05,31
2017-05-31,Mint Held Gold - Working Stock,Gold Coins,"All Locations- Coins, blanks, miscellaneous",2783218.656,117513614.74,4,2017,3,2017,2,05,31
2017-05-31,Federal Reserve Bank Held Gold,Gold Bullion,Federal Reserve Banks - NY Vault,13376987.715,564805850.63,5,2017,3,2017,2,05,31
2017-05-31,Federal Reserve Bank Held Gold,Gold Bullion,Federal Reserve Banks - Display,1993.319,84162.40,6,2017,3,2017,2,05,31
2017-05-31,Federal Reserve Bank Held Gold,Gold Coins,Federal Reserve Banks - NY Vault,73452.066,3101307.82,7,2017,3,2017,2,05,31
2017-05-31,Federal Reserve Bank Held Gold,Gold Coins,Federal Reserve Banks - Display,377.434,15936.11,8,2017,3,2017,2,05,31
2017-04-30,Federal Reserve Bank Held Gold,Gold Bullion,Federal Reserve Banks - NY Vault,13376987.715,564805850.63,5,2017,3,2017,2,04,30
2017-04-30,Federal Reserve Bank Held Gold,Gold Bullion,Federal Reserve Banks - Display,1993.319,84162.40,6,2017,3,2017,2,04,30
2017-04-30,Federal Reserve Bank Held Gold,Gold Coins,Federal Reserve Banks - NY Vault,73452.066,3101307.82,7,2017,3,2017,2,04,30
2017-04-30,Federal Reserve Bank Held Gold,Gold Coins,Federal Reserve Banks - Display,377.434,15936.11,8,2017,3,2017,2,04,30
2017-04-30,Mint Held Gold - Deep Storage,Gold Bullion,"Denver, CO",43853707.279,1851599995.81,1,2017,3,2017,2,04,30
2017-04-30,Mint Held Gold - Deep Storage,Gold Bullion,"Fort Knox, KY",147341858.382,6221097412.78,2,2017,3,2017,2,04,30
2017-04-30,Mint Held Gold - Deep Storage,Gold Bullion,"West Point, NY",54067331.379,2282841677.17,3,2017,3,2017,2,04,30
2017-04-30,Mint Held Gold - Working Stock,Gold Coins,"All Locations- Coins, blanks, miscellaneous",2783218.656,117513614.74,4,2017,3,2017,2,04,30
2017-03-31,Mint Held Gold - Deep Storage,Gold Bullion,"Denver, CO",43853707.279,1851599995.81,1,2017,2,2017,1,03,31
2017-03-31,Mint Held Gold - Deep Storage,Gold Bullion,"Fort Knox, KY",147341858.382,6221097412.78,2,2017,2,2017,1,03,31
2017-03-31,Mint Held Gold - Deep Storage,Gold Bullion,"West Point, NY",54067331.379,2282841677.17,3,2017,2,2017,1,03,31
2017-03-31,Mint Held Gold - Working Stock,Gold Coins,"All Locations- Coins, blanks, miscellaneous",2783218.656,117513614.74,4,2017,2,2017,1,03,31
2017-03-31,Federal Reserve Bank Held Gold,Gold Bullion,Federal Reserve Banks - NY Vault,13376987.715,564805850.63,5,2017,2,2017,1,03,31
2017-03-31,Federal Reserve Bank Held Gold,Gold Bullion,Federal Reserve Banks - Display,1993.319,84162.40,6,2017,2,2017,1,03,31
2017-03-31,Federal Reserve Bank Held Gold,Gold Coins,Federal Reserve Banks - NY Vault,73452.066,3101307.82,7,2017,2,2017,1,03,31
2017-03-31,Federal Reserve Bank Held Gold,Gold Coins,Federal Reserve Banks - Display,377.434,15936.11,8,2017,2,2017,1,03,31
2017-02-28,Mint Held Gold - Deep Storage,Gold Bullion,"Denver, CO",43853707.279,1851599995.81,1,2017,2,2017,1,02,28
2017-02-28,Mint Held Gold - Deep Storage,Gold Bullion,"Fort Knox, KY",147341858.382,6221097412.78,2,2017,2,2017,1,02,28
2017-02-28,Mint Held Gold - Deep Storage,Gold Bullion,"West Point, NY",54067331.379,2282841677.17,3,2017,2,2017,1,02,28
2017-02-28,Mint Held Gold - Working Stock,Gold Coins,"All Locations- Coins, blanks, miscellaneous",2783218.656,117513614.74,4,2017,2,2017,1,02,28
2017-02-28,Federal Reserve Bank Held Gold,Gold Bullion,Federal Reserve Banks - NY Vault,13376987.715,564805850.63,5,2017,2,2017,1,02,28
2017-02-28,Federal Reserve Bank Held Gold,Gold Bullion,Federal Reserve Banks - Display,1993.319,84162.40,6,2017,2,2017,1,02,28
2017-02-28,Federal Reserve Bank Held Gold,Gold Coins,Federal Reserve Banks - NY Vault,73452.066,3101307.82,7,2017,2,2017,1,02,28
2017-02-28,Federal Reserve Bank Held Gold,Gold Coins,Federal Reserve Banks - Display,377.434,15936.11,8,2017,2,2017,1,02,28
2017-01-31,Mint Held Gold - Deep Storage,Gold Bullion,"Denver, CO",43853707.279,1851599995.81,1,2017,2,2017,1,01,31
2017-01-31,Mint Held Gold - Deep Storage,Gold Bullion,"Fort Knox, KY",147341858.382,6221097412.78,2,2017,2,2017,1,01,31
2017-01-31,Mint Held Gold - Deep Storage,Gold Bullion,"West Point, NY",54067331.379,2282841677.17,3,2017,2,2017,1,01,31
2017-01-31,Mint Held Gold - Working Stock,Gold Coins,"All Locations- Coins, blanks, miscellaneous",2783218.656,117513614.74,4,2017,2,2017,1,01,31
2017-01-31,Federal Reserve Bank Held Gold,Gold Bullion,Federal Reserve Banks - NY Vault,13376987.715,564805850.63,5,2017,2,2017,1,01,31
2017-01-31,Federal Reserve Bank Held Gold,Gold Bullion,Federal Reserve Banks - Display,1993.319,84162.40,6,2017,2,2017,1,01,31
2017-01-31,Federal Reserve Bank Held Gold,Gold Coins,Federal Reserve Banks - NY Vault,73452.066,3101307.82,7,2017,2,2017,1,01,31
2017-01-31,Federal Reserve Bank Held Gold,Gold Coins,Federal Reserve Banks - Display,377.434,15936.11,8,2017,2,2017,1,01,31
2016-12-31,Mint Held Gold - Deep Storage,Gold Bullion,"Denver, CO",43853707.279,1851599995.81,1,2017,1,2016,4,12,31
2016-12-31,Mint Held Gold - Deep Storage,Gold Bullion,"Fort Knox, KY",147341858.382,6221097412.78,2,2017,1,2016,4,12,31
2016-12-31,Mint Held Gold - Deep Storage,Gold Bullion,"West Point, NY",54067331.379,2282841677.17,3,2017,1,2016,4,12,31
2016-12-31,Mint Held Gold - Working Stock,Gold Coins,"All Locations- Coins, blanks, miscellaneous",2783218.656,117513614.74,4,2017,1,2016,4,12,31
2016-12-31,Federal Reserve Bank Held Gold,Gold Bullion,Federal Reserve Banks - NY Vault,13376987.715,564805850.63,5,2017,1,2016,4,12,31
2016-12-31,Federal Reserve Bank Held Gold,Gold Bullion,Federal Reserve Banks - Display,1993.319,84162.40,6,2017,1,2016,4,12,31
2016-12-31,Federal Reserve Bank Held Gold,Gold Coins,Federal Reserve Banks - NY Vault,73452.066,3101307.82,7,2017,1,2016,4,12,31
2016-12-31,Federal Reserve Bank Held Gold,Gold Coins,Federal Reserve Banks - Display,377.434,15936.11,8,2017,1,2016,4,12,31
2016-11-30,Mint Held Gold - Deep Storage,Gold Bullion,"Denver, CO",43853707.279,1851599995.81,1,2017,1,2016,4,11,30
2016-11-30,Mint Held Gold - Deep Storage,Gold Bullion,"Fort Knox, KY",147341858.382,6221097412.78,2,2017,1,2016,4,11,30
2016-11-30,Mint Held Gold - Deep Storage,Gold Bullion,"West Point, NY",54067331.379,2282841677.17,3,2017,1,2016,4,11,30
2016-11-30,Mint Held Gold - Working Stock,Gold Coins,"All Locations- Coins, blanks, miscellaneous",2783218.656,117513614.74,4,2017,1,2016,4,11,30
2016-11-30,Federal Reserve Bank Held Gold,Gold Bullion,Federal Reserve Banks - NY Vault,13376987.715,564805850.63,5,2017,1,2016,4,11,30
2016-11-30,Federal Reserve Bank Held Gold,Gold Bullion,Federal Reserve Banks - Display,1993.319,84162.40,6,2017,1,2016,4,11,30
2016-11-30,Federal Reserve Bank Held Gold,Gold Coins,Federal Reserve Banks - NY Vault,73452.066,3101307.82,7,2017,1,2016,4,11,30
2016-11-30,Federal Reserve Bank Held Gold,Gold Coins,Federal Reserve Banks - Display,377.434,15936.11,8,2017,1,2016,4,11,30
2016-10-31,Federal Reserve Bank Held Gold,Gold Coins,Federal Reserve Banks - NY Vault,73452.066,3101307.82,7,2017,1,2016,4,10,31
2016-10-31,Federal Reserve Bank Held Gold,Gold Coins,Federal Reserve Banks - Display,377.434,15936.11,8,2017,1,2016,4,10,31
2016-10-31,Mint Held Gold - Deep Storage,Gold Bullion,"Denver, CO",43853707.279,1851599995.81,1,2017,1,2016,4,10,31
2016-10-31,Mint Held Gold - Deep Storage,Gold Bullion,"Fort Knox, KY",147341858.382,6221097412.78,2,2017,1,2016,4,10,31
2016-10-31,Mint Held Gold - Deep Storage,Gold Bullion,"West Point, NY",54067331.379,2282841677.17,3,2017,1,2016,4,10,31
2016-10-31,Mint Held Gold - Working Stock,Gold Coins,"All Locations- Coins, blanks, miscellaneous",2783218.656,117513614.74,4,2017,1,2016,4,10,31
2016-10-31,Federal Reserve Bank Held Gold,Gold Bullion,Federal Reserve Banks - NY Vault,13376987.715,564805850.63,5,2017,1,2016,4,10,31
2016-10-31,Federal Reserve Bank Held Gold,Gold Bullion,Federal Reserve Banks - Display,1993.319,84162.40,6,2017,1,2016,4,10,31
2016-09-30,Mint Held Gold - Deep Storage,Gold Bullion,"Denver, CO",43853707.279,1851599995.81,1,2016,4,2016,3,09,30
2016-09-30,Mint Held Gold - Deep Storage,Gold Bullion,"Fort Knox, KY",147341858.382,6221097412.78,2,2016,4,2016,3,09,30
2016-09-30,Mint Held Gold - Deep Storage,Gold Bullion,"West Point, NY",54067331.379,2282841677.17,3,2016,4,2016,3,09,30
2016-09-30,Mint Held Gold - Working Stock,Gold Coins,"All Locations- Coins, blanks, miscellaneous",2783218.656,117513614.74,4,2016,4,2016,3,09,30
2016-09-30,Federal Reserve Bank Held Gold,Gold Bullion,Federal Reserve Banks - NY Vault,13376987.715,564805850.63,5,2016,4,2016,3,09,30
2016-09-30,Federal Reserve Bank Held Gold,Gold Bullion,Federal Reserve Banks - Display,1993.319,84162.40,6,2016,4,2016,3,09,30
2016-09-30,Federal Reserve Bank Held Gold,Gold Coins,Federal Reserve Banks - NY Vault,73452.066,3101307.82,7,2016,4,2016,3,09,30
2016-09-30,Federal Reserve Bank Held Gold,Gold Coins,Federal Reserve Banks - Display,377.434,15936.11,8,2016,4,2016,3,09,30
2016-08-31,Mint Held Gold - Deep Storage,Gold Bullion,"Denver, CO",43853707.279,1851599995.81,1,2016,4,2016,3,08,31
2016-08-31,Mint Held Gold - Deep Storage,Gold Bullion,"Fort Knox, KY",147341858.382,6221097412.78,2,2016,4,2016,3,08,31
2016-08-31,Mint Held Gold - Deep Storage,Gold Bullion,"West Point, NY",54067331.379,2282841677.17,3,2016,4,2016,3,08,31
2016-08-31,Mint Held Gold - Working Stock,Gold Coins,"All Locations- Coins, blanks, miscellaneous",2783218.656,117513614.74,4,2016,4,2016,3,08,31
2016-08-31,Federal Reserve Bank Held Gold,Gold Bullion,Federal Reserve Banks - NY Vault,13376987.715,564805850.63,5,2016,4,2016,3,08,31
2016-08-31,Federal Reserve Bank Held Gold,Gold Bullion,Federal Reserve Banks - Display,1993.319,84162.40,6,2016,4,2016,3,08,31
2016-08-31,Federal Reserve Bank Held Gold,Gold Coins,Federal Reserve Banks - NY Vault,73452.066,3101307.82,7,2016,4,2016,3,08,31
2016-08-31,Federal Reserve Bank Held Gold,Gold Coins,Federal Reserve Banks - Display,377.434,15936.11,8,2016,4,2016,3,08,31
2016-07-29,Mint Held Gold - Deep Storage,Gold Bullion,"Denver, CO",43853707.279,1851599995.81,1,2016,4,2016,3,07,29
2016-07-29,Mint Held Gold - Deep Storage,Gold Bullion,"Fort Knox, KY",147341858.382,6221097412.78,2,2016,4,2016,3,07,29
2016-07-29,Mint Held Gold - Deep Storage,Gold Bullion,"West Point, NY",54067331.379,2282841677.17,3,2016,4,2016,3,07,29
2016-07-29,Mint Held Gold - Working Stock,Gold Coins,"All Locations- Coins, blanks, miscellaneous",2783218.656,117513614.74,4,2016,4,2016,3,07,29
2016-07-29,Federal Reserve Bank Held Gold,Gold Bullion,Federal Reserve Banks - NY Vault,13376987.715,564805850.63,5,2016,4,2016,3,07,29
2016-07-29,Federal Reserve Bank Held Gold,Gold Bullion,Federal Reserve Banks - Display,1993.319,84162.40,6,2016,4,2016,3,07,29
2016-07-29,Federal Reserve Bank Held Gold,Gold Coins,Federal Reserve Banks - NY Vault,73452.066,3101307.82,7,2016,4,2016,3,07,29
2016-07-29,Federal Reserve Bank Held Gold,Gold Coins,Federal Reserve Banks - Display,377.434,15936.11,8,2016,4,2016,3,07,29
2016-06-30,Mint Held Gold - Deep Storage,Gold Bullion,"Denver, CO",43853707.279,1851599995.81,1,2016,3,2016,2,06,30
2016-06-30,Mint Held Gold - Deep Storage,Gold Bullion,"Fort Knox, KY",147341858.382,6221097412.78,2,2016,3,2016,2,06,30
2016-06-30,Mint Held Gold - Deep Storage,Gold Bullion,"West Point, NY",54067331.379,2282841677.17,3,2016,3,2016,2,06,30
2016-06-30,Mint Held Gold - Working Stock,Gold Coins,"All Locations- Coins, blanks, miscellaneous",2783218.656,117513614.74,4,2016,3,2016,2,06,30
2016-06-30,Federal Reserve Bank Held Gold,Gold Bullion,Federal Reserve Banks - NY Vault,13376987.715,564805850.63,5,2016,3,2016,2,06,30
2016-06-30,Federal Reserve Bank Held Gold,Gold Bullion,Federal Reserve Banks - Display,1993.319,84162.40,6,2016,3,2016,2,06,30
2016-06-30,Federal Reserve Bank Held Gold,Gold Coins,Federal Reserve Banks - NY Vault,73452.066,3101307.82,7,2016,3,2016,2,06,30
2016-06-30,Federal Reserve Bank Held Gold,Gold Coins,Federal Reserve Banks - Display,377.434,15936.11,8,2016,3,2016,2,06,30
2016-05-31,Mint Held Gold - Deep Storage,Gold Bullion,"Denver, CO",43853707.279,1851599995.81,1,2016,3,2016,2,05,31
2016-05-31,Mint Held Gold - Deep Storage,Gold Bullion,"Fort Knox, KY",147341858.382,6221097412.78,2,2016,3,2016,2,05,31
2016-05-31,Mint Held Gold - Deep Storage,Gold Bullion,"West Point, NY",54067331.379,2282841677.17,3,2016,3,2016,2,05,31
2016-05-31,Mint Held Gold - Working Stock,Gold Coins,"All Locations- Coins, blanks, miscellaneous",2783218.656,117513614.74,4,2016,3,2016,2,05,31
2016-05-31,Federal Reserve Bank Held Gold,Gold Bullion,Federal Reserve Banks - NY Vault,13376987.715,564805850.63,5,2016,3,2016,2,05,31
2016-05-31,Federal Reserve Bank Held Gold,Gold Bullion,Federal Reserve Banks - Display,1993.319,84162.40,6,2016,3,2016,2,05,31
2016-05-31,Federal Reserve Bank Held Gold,Gold Coins,Federal Reserve Banks - NY Vault,73452.066,3101307.82,7,2016,3,2016,2,05,31
2016-05-31,Federal Reserve Bank Held Gold,Gold Coins,Federal Reserve Banks - Display,377.434,15936.11,8,2016,3,2016,2,05,31
2016-04-30,Mint Held Gold - Deep Storage,Gold Bullion,"Denver, CO",43853707.279,1851599995.81,1,2016,3,2016,2,04,30
2016-04-30,Mint Held Gold - Deep Storage,Gold Bullion,"Fort Knox, KY",147341858.382,6221097412.78,2,2016,3,2016,2,04,30
2016-04-30,Mint Held Gold - Deep Storage,Gold Bullion,"West Point, NY",54067331.379,2282841677.17,3,2016,3,2016,2,04,30
2016-04-30,Mint Held Gold - Working Stock,Gold Coins,"All Locations- Coins, blanks, miscellaneous",2783218.656,117513614.74,4,2016,3,2016,2,04,30
2016-04-30,Federal Reserve Bank Held Gold,Gold Bullion,Federal Reserve Banks - NY Vault,13376987.715,564805850.63,5,2016,3,2016,2,04,30
2016-04-30,Federal Reserve Bank Held Gold,Gold Bullion,Federal Reserve Banks - Display,1993.319,84162.40,6,2016,3,2016,2,04,30
2016-04-30,Federal Reserve Bank Held Gold,Gold Coins,Federal Reserve Banks - NY Vault,73452.066,3101307.82,7,2016,3,2016,2,04,30
2016-04-30,Federal Reserve Bank Held Gold,Gold Coins,Federal Reserve Banks - Display,377.434,15936.11,8,2016,3,2016,2,04,30
2016-03-31,Mint Held Gold - Deep Storage,Gold Bullion,"Fort Knox, KY",147341858.382,6221097412.78,2,2016,2,2016,1,03,31
2016-03-31,Mint Held Gold - Deep Storage,Gold Bullion,"West Point, NY",54067331.379,2282841677.17,3,2016,2,2016,1,03,31
2016-03-31,Mint Held Gold - Deep Storage,Gold Bullion,"Denver, CO",43853707.279,1851599995.81,1,2016,2,2016,1,03,31
2016-03-31,Mint Held Gold - Working Stock,Gold Coins,"All Locations- Coins, blanks, miscellaneous",2783218.656,117513614.74,4,2016,2,2016,1,03,31
2016-03-31,Federal Reserve Bank Held Gold,Gold Bullion,Federal Reserve Banks - NY Vault,13376987.715,564805850.63,5,2016,2,2016,1,03,31
2016-03-31,Federal Reserve Bank Held Gold,Gold Bullion,Federal Reserve Banks - Display,1993.319,84162.40,6,2016,2,2016,1,03,31
2016-03-31,Federal Reserve Bank Held Gold,Gold Coins,Federal Reserve Banks - NY Vault,73452.066,3101307.82,7,2016,2,2016,1,03,31
2016-03-31,Federal Reserve Bank Held Gold,Gold Coins,Federal Reserve Banks - Display,377.434,15936.11,8,2016,2,2016,1,03,31
2016-02-29,Mint Held Gold - Deep Storage,Gold Bullion,"Denver, CO",43853707.279,1851599995.81,1,2016,2,2016,1,02,29
2016-02-29,Mint Held Gold - Deep Storage,Gold Bullion,"Fort Knox, KY",147341858.382,6221097412.78,2,2016,2,2016,1,02,29
2016-02-29,Mint Held Gold - Deep Storage,Gold Bullion,"West Point, NY",54067331.379,2282841677.17,3,2016,2,2016,1,02,29
2016-02-29,Mint Held Gold - Working Stock,Gold Coins,"All Locations- Coins, blanks, miscellaneous",2783218.656,117513614.74,4,2016,2,2016,1,02,29
2016-02-29,Federal Reserve Bank Held Gold,Gold Bullion,Federal Reserve Banks - NY Vault,13376987.715,564805850.63,5,2016,2,2016,1,02,29
2016-02-29,Federal Reserve Bank Held Gold,Gold Bullion,Federal Reserve Banks - Display,1993.319,84162.40,6,2016,2,2016,1,02,29
